[2025-03-11 11:53:40] User -> User Add ->admin@pds| Requested JSON -> {"newusername":"Demo@pds","district":"admin","newpassword":"Demo"} | Demo@pds
[2025-03-11 12:04:49] User -> Block User ->admin@pds| Requested JSON -> {"uid":"67cfd6eca7c4d"} | Demo@pds
[2025-03-11 12:06:20] User -> Verify User ->admin@pds| Requested JSON -> {"uid":"67cfd6eca7c4d"} | Demo@pds
[2025-03-11 12:08:10] User -> Delete User ->admin@pds| Requested JSON -> {"uid":"67cfd6eca7c4d"} | Demo@pds
[2025-03-11 12:12:45] User -> Send  Message ->admin@pds| Requested JSON -> {"message":"hello","uniqueid":"664059903812f"} | Amreli@pds
[2025-03-11 12:14:42] User -> Delete Message ->admin@pds| Requested JSON -> hi | 
[2025-03-11 12:14:45] User -> Delete Message ->admin@pds| Requested JSON -> hi | 
[2025-03-11 12:14:48] User -> Delete Message ->admin@pds| Requested JSON -> hi | 
[2025-03-11 12:14:51] User -> Delete Message ->admin@pds| Requested JSON -> hello | Amreli@pds
[2025-03-11 12:33:36] User -> Cost for leg2 Added ->admin@pds| Requested JSON -> {"cost_syWs9sxlxQFRJK":"100000"} | 2024 | sept
[2025-03-11 12:33:39] {"id":"syWs9sxlxQFRJK"}
[2025-03-11 12:33:39] User -> Cost for leg2 Reset ->admin@pds| Requested JSON -> {"id":"syWs9sxlxQFRJK"} | 
[2025-03-11 12:34:04] User -> Cost for leg2 Added ->admin@pds| Requested JSON -> {"cost_syWs9sxlxQFRJK":"1000"} | 2024 | sept
[2025-03-11 12:52:42] User -> Cost for leg2 Added ->admin@pds| Requested JSON -> {"cost_qYqgeR5ZRzh06a":"1000","cost_B8dbXRwsHISjfQ":"122344"} | 2024 | june
[2025-03-11 12:52:42] User -> Cost for leg2 Added ->admin@pds| Requested JSON -> {"cost_qYqgeR5ZRzh06a":"1000","cost_B8dbXRwsHISjfQ":"122344"} | 2024 | sept
[2025-03-11 12:52:44] User -> Cost for leg1 Reset ->admin@pds| Requested JSON -> {"id":"B8dbXRwsHISjfQ"} | 
[2025-03-11 12:52:47] User -> Cost for leg2 Added ->admin@pds| Requested JSON -> {"cost_B8dbXRwsHISjfQ":"123445"} | 2024 | sept
[2025-03-11 15:59:26] User -> District added ->admin@pds| Requested JSON -> {"name":"AAAAA"}
[2025-03-11 17:04:53] User -> Warehouse Added -> | abc
[2025-03-11 17:04:53] User -> Warehouse Added -> | abc
[2025-03-11 17:04:53] User -> Warehouse Added -> | abc
[2025-03-11 17:04:53] User -> Warehouse Added -> | abc
[2025-03-11 17:04:53] User -> Warehouse Added -> | abc
[2025-03-11 17:04:53] User -> Warehouse Added -> | abc
[2025-03-11 17:04:53] User -> Warehouse Added -> | abc
[2025-03-11 17:04:53] User -> Warehouse Added -> | abc
[2025-03-11 17:04:53] User -> Warehouse Added -> | abc
[2025-03-11 17:04:53] User -> Warehouse Added -> | abc
[2025-03-11 17:04:53] User -> Warehouse Added -> | abc
[2025-03-11 17:04:53] User -> Warehouse Added -> | abc
[2025-03-11 17:04:53] User -> Warehouse Added -> | abc
[2025-03-11 17:04:53] User -> Warehouse Added -> | abc
[2025-03-11 17:04:53] User -> Warehouse Added -> | abc
[2025-03-11 17:04:53] User -> Warehouse Added -> | abc
[2025-03-11 17:04:53] User -> Warehouse Added -> | abc
[2025-03-11 17:04:53] User -> Warehouse Added -> | abc
[2025-03-11 17:04:53] User -> Warehouse Added -> | abc
[2025-03-11 17:04:53] User -> Warehouse Added -> | abc
[2025-03-11 17:04:53] User -> Warehouse Added -> | abc
[2025-03-11 17:04:53] User -> Warehouse Added -> | abc
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
[2025-03-11 17:07:49] User -> Warehouse Edit -> | dhe
